32 primary inputs
32 primary outputs
256 AND gates
32 NOT gates
2128 NOR gates

Fanout...
AND-545: OUTPUT-545
NOR-1581: OUTPUT-1581
NOR-1901: OUTPUT-1901
NOR-2223: OUTPUT-2223
NOR-2548: OUTPUT-2548
NOR-2877: OUTPUT-2877
NOR-3211: OUTPUT-3211
NOR-3552: OUTPUT-3552
NOR-3895: OUTPUT-3895
NOR-4241: OUTPUT-4241
NOR-4591: OUTPUT-4591
NOR-4946: OUTPUT-4946
NOR-5308: OUTPUT-5308
NOR-5672: OUTPUT-5672
NOR-5971: OUTPUT-5971
NOR-6123: OUTPUT-6123
NOR-6150: OUTPUT-6150
NOR-6160: OUTPUT-6160
NOR-6170: OUTPUT-6170
NOR-6180: OUTPUT-6180
NOR-6190: OUTPUT-6190
NOR-6200: OUTPUT-6200
NOR-6210: OUTPUT-6210
NOR-6220: OUTPUT-6220
NOR-6230: OUTPUT-6230
NOR-6240: OUTPUT-6240
NOR-6250: OUTPUT-6250
NOR-6260: OUTPUT-6260
NOR-6270: OUTPUT-6270
NOR-6280: OUTPUT-6280
NOR-6287: OUTPUT-6287
NOR-6288: OUTPUT-6288
AND-546: NOR-1446, NOR-1507
NOR-1450: NOR-1404, AND-594
NOR-1454: NOR-1407, AND-642
NOR-1458: NOR-1410, AND-690
NOR-1462: NOR-1413, AND-738
NOR-1466: NOR-1416, AND-786
NOR-1470: NOR-1419, AND-834
NOR-1474: NOR-1422, AND-882
NOR-1478: NOR-1425, AND-930
NOR-1482: NOR-1428, AND-978
NOR-1486: NOR-1431, AND-1026
NOR-1490: NOR-1434, AND-1074
NOR-1494: NOR-1437, AND-1122
NOR-1498: NOR-1440, AND-1170
NOR-1502: NOR-1443, AND-1218
NOR-1506: NOR-1401, NOR-1446
NOR-1507: NOR-1446, AND-546
NOR-1508: NOT-1311, NOR-1446
NOR-1511: NOR-1404, NOR-1450
NOR-1512: NOR-1450, AND-594
NOR-1513: NOT-1315, NOR-1450
NOR-1516: NOR-1407, NOR-1454
NOR-1517: NOR-1454, AND-642
NOR-1518: NOT-1319, NOR-1454
NOR-1521: NOR-1410, NOR-1458
NOR-1522: NOR-1458, AND-690
NOR-1523: NOT-1323, NOR-1458
NOR-1526: NOR-1413, NOR-1462
NOR-1527: NOR-1462, AND-738
NOR-1528: NOT-1327, NOR-1462
NOR-1531: NOR-1416, NOR-1466
NOR-1532: NOR-1466, AND-786
NOR-1533: NOT-1331, NOR-1466
NOR-1536: NOR-1419, NOR-1470
NOR-1537: NOR-1470, AND-834
NOR-1538: NOT-1335, NOR-1470
NOR-1541: NOR-1422, NOR-1474
NOR-1542: NOR-1474, AND-882
NOR-1543: NOT-1339, NOR-1474
NOR-1546: NOR-1425, NOR-1478
NOR-1547: NOR-1478, AND-930
NOR-1548: NOT-1343, NOR-1478
NOR-1551: NOR-1428, NOR-1482
NOR-1552: NOR-1482, AND-978
NOR-1553: NOT-1347, NOR-1482
NOR-1556: NOR-1431, NOR-1486
NOR-1557: NOR-1486, AND-1026
NOR-1558: NOT-1351, NOR-1486
NOR-1561: NOR-1434, NOR-1490
NOR-1562: NOR-1490, AND-1074
NOR-1563: NOT-1355, NOR-1490
NOR-1566: NOR-1437, NOR-1494
NOR-1567: NOR-1494, AND-1122
NOR-1568: NOT-1359, NOR-1494
NOR-1571: NOR-1440, NOR-1498
NOR-1572: NOR-1498, AND-1170
NOR-1573: NOT-1363, NOR-1498
NOR-1576: NOR-1443, NOR-1502
NOR-1577: NOR-1502, AND-1218
NOR-1578: NOT-1367, NOR-1502
NOR-1582: NOR-1511, NOR-1512
NOR-1585: NOR-1516, NOR-1517
NOR-1588: NOR-1521, NOR-1522
NOR-1591: NOR-1526, NOR-1527
NOR-1594: NOR-1531, NOR-1532
NOR-1597: NOR-1536, NOR-1537
NOR-1600: NOR-1541, NOR-1542
NOR-1603: NOR-1546, NOR-1547
NOR-1606: NOR-1551, NOR-1552
NOR-1609: NOR-1556, NOR-1557
NOR-1612: NOR-1561, NOR-1562
NOR-1615: NOR-1566, NOR-1567
NOR-1618: NOR-1571, NOR-1572
NOR-1621: NOR-1576, NOR-1577
NOR-1624: AND-1266, NOR-1578
NOR-1628: NOR-1582, NOR-1508
NOR-1632: NOR-1585, NOR-1513
NOR-1636: NOR-1588, NOR-1518
NOR-1640: NOR-1591, NOR-1523
NOR-1644: NOR-1594, NOR-1528
NOR-1648: NOR-1597, NOR-1533
NOR-1652: NOR-1600, NOR-1538
NOR-1656: NOR-1603, NOR-1543
NOR-1660: NOR-1606, NOR-1548
NOR-1664: NOR-1609, NOR-1553
NOR-1668: NOR-1612, NOR-1558
NOR-1672: NOR-1615, NOR-1563
NOR-1676: NOR-1618, NOR-1568
NOR-1680: NOR-1621, NOR-1573
NOR-1684: AND-1266, NOR-1624
NOR-1685: NOR-1624, NOR-1578
NOR-1686: NOR-1582, NOR-1628
NOR-1687: NOR-1628, NOR-1508
NOR-1688: NOR-1585, NOR-1632
NOR-1689: NOR-1632, NOR-1513
NOR-1690: NOR-1588, NOR-1636
NOR-1691: NOR-1636, NOR-1518
NOR-1692: NOR-1591, NOR-1640
NOR-1693: NOR-1640, NOR-1523
NOR-1694: NOR-1594, NOR-1644
NOR-1695: NOR-1644, NOR-1528
NOR-1696: NOR-1597, NOR-1648
NOR-1697: NOR-1648, NOR-1533
NOR-1698: NOR-1600, NOR-1652
NOR-1699: NOR-1652, NOR-1538
NOR-1700: NOR-1603, NOR-1656
NOR-1701: NOR-1656, NOR-1543
NOR-1702: NOR-1606, NOR-1660
NOR-1703: NOR-1660, NOR-1548
NOR-1704: NOR-1609, NOR-1664
NOR-1705: NOR-1664, NOR-1553
NOR-1706: NOR-1612, NOR-1668
NOR-1707: NOR-1668, NOR-1558
NOR-1708: NOR-1615, NOR-1672
NOR-1709: NOR-1672, NOR-1563
NOR-1710: NOR-1618, NOR-1676
NOR-1711: NOR-1676, NOR-1568
NOR-1712: NOR-1621, NOR-1680
NOR-1713: NOR-1680, NOR-1573
NOR-1714: NOR-1684, NOR-1685
NOR-1717: NOR-1686, NOR-1687
NOR-1720: NOR-1688, NOR-1689
NOR-1723: NOR-1690, NOR-1691
NOR-1726: NOR-1692, NOR-1693
NOR-1729: NOR-1694, NOR-1695
NOR-1732: NOR-1696, NOR-1697
NOR-1735: NOR-1698, NOR-1699
NOR-1738: NOR-1700, NOR-1701
NOR-1741: NOR-1702, NOR-1703
NOR-1744: NOR-1704, NOR-1705
NOR-1747: NOR-1706, NOR-1707
NOR-1750: NOR-1708, NOR-1709
NOR-1753: NOR-1710, NOR-1711
NOR-1756: NOR-1712, NOR-1713
NOR-1759: NOR-1714, AND-1221
NOR-1763: NOR-1717, AND-549
NOR-1767: NOR-1720, AND-597
NOR-1771: NOR-1723, AND-645
NOR-1775: NOR-1726, AND-693
NOR-1779: NOR-1729, AND-741
NOR-1783: NOR-1732, AND-789
NOR-1787: NOR-1735, AND-837
NOR-1791: NOR-1738, AND-885
NOR-1795: NOR-1741, AND-933
NOR-1799: NOR-1744, AND-981
NOR-1803: NOR-1747, AND-1029
NOR-1807: NOR-1750, AND-1077
NOR-1811: NOR-1753, AND-1125
NOR-1815: NOR-1756, AND-1173
NOR-1819: NOR-1714, NOR-1759
NOR-1820: NOR-1759, AND-1221
NOR-1821: NOR-1624, NOR-1759
NOR-1824: NOR-1717, NOR-1763
NOR-1825: NOR-1763, AND-549
NOR-1826: NOR-1628, NOR-1763
NOR-1829: NOR-1720, NOR-1767
NOR-1830: NOR-1767, AND-597
NOR-1831: NOR-1632, NOR-1767
NOR-1834: NOR-1723, NOR-1771
NOR-1835: NOR-1771, AND-645
NOR-1836: NOR-1636, NOR-1771
NOR-1839: NOR-1726, NOR-1775
NOR-1840: NOR-1775, AND-693
NOR-1841: NOR-1640, NOR-1775
NOR-1844: NOR-1729, NOR-1779
NOR-1845: NOR-1779, AND-741
NOR-1846: NOR-1644, NOR-1779
NOR-1849: NOR-1732, NOR-1783
NOR-1850: NOR-1783, AND-789
NOR-1851: NOR-1648, NOR-1783
NOR-1854: NOR-1735, NOR-1787
NOR-1855: NOR-1787, AND-837
NOR-1856: NOR-1652, NOR-1787
NOR-1859: NOR-1738, NOR-1791
NOR-1860: NOR-1791, AND-885
NOR-1861: NOR-1656, NOR-1791
NOR-1864: NOR-1741, NOR-1795
NOR-1865: NOR-1795, AND-933
NOR-1866: NOR-1660, NOR-1795
NOR-1869: NOR-1744, NOR-1799
NOR-1870: NOR-1799, AND-981
NOR-1871: NOR-1664, NOR-1799
NOR-1874: NOR-1747, NOR-1803
NOR-1875: NOR-1803, AND-1029
NOR-1876: NOR-1668, NOR-1803
NOR-1879: NOR-1750, NOR-1807
NOR-1880: NOR-1807, AND-1077
NOR-1881: NOR-1672, NOR-1807
NOR-1884: NOR-1753, NOR-1811
NOR-1885: NOR-1811, AND-1125
NOR-1886: NOR-1676, NOR-1811
NOR-1889: NOR-1756, NOR-1815
NOR-1890: NOR-1815, AND-1173
NOR-1891: NOR-1680, NOR-1815
NOR-1894: NOR-1819, NOR-1820
NOR-1897: AND-1269, NOR-1821
NOR-1902: NOR-1829, NOR-1830
NOR-1905: NOR-1834, NOR-1835
NOR-1908: NOR-1839, NOR-1840
NOR-1911: NOR-1844, NOR-1845
NOR-1914: NOR-1849, NOR-1850
NOR-1917: NOR-1854, NOR-1855
NOR-1920: NOR-1859, NOR-1860
NOR-1923: NOR-1864, NOR-1865
NOR-1926: NOR-1869, NOR-1870
NOR-1929: NOR-1874, NOR-1875
NOR-1932: NOR-1879, NOR-1880
NOR-1935: NOR-1884, NOR-1885
NOR-1938: NOR-1889, NOR-1890
NOR-1941: NOR-1894, NOR-1891
NOR-1945: AND-1269, NOR-1897
NOR-1946: NOR-1897, NOR-1821
NOR-1947: NOR-1902, NOR-1826
NOR-1951: NOR-1905, NOR-1831
NOR-1955: NOR-1908, NOR-1836
NOR-1959: NOR-1911, NOR-1841
NOR-1963: NOR-1914, NOR-1846
NOR-1967: NOR-1917, NOR-1851
NOR-1971: NOR-1920, NOR-1856
NOR-1975: NOR-1923, NOR-1861
NOR-1979: NOR-1926, NOR-1866
NOR-1983: NOR-1929, NOR-1871
NOR-1987: NOR-1932, NOR-1876
NOR-1991: NOR-1935, NOR-1881
NOR-1995: NOR-1938, NOR-1886
NOR-1999: NOR-1894, NOR-1941
NOR-2000: NOR-1941, NOR-1891
NOR-2001: NOR-1945, NOR-1946
NOR-2004: NOR-1902, NOR-1947
NOR-2005: NOR-1947, NOR-1826
NOR-2006: NOR-1905, NOR-1951
NOR-2007: NOR-1951, NOR-1831
NOR-2008: NOR-1908, NOR-1955
NOR-2009: NOR-1955, NOR-1836
NOR-2010: NOR-1911, NOR-1959
NOR-2011: NOR-1959, NOR-1841
NOR-2012: NOR-1914, NOR-1963
NOR-2013: NOR-1963, NOR-1846
NOR-2014: NOR-1917, NOR-1967
NOR-2015: NOR-1967, NOR-1851
NOR-2016: NOR-1920, NOR-1971
NOR-2017: NOR-1971, NOR-1856
NOR-2018: NOR-1923, NOR-1975
NOR-2019: NOR-1975, NOR-1861
NOR-2020: NOR-1926, NOR-1979
NOR-2021: NOR-1979, NOR-1866
NOR-2022: NOR-1929, NOR-1983
NOR-2023: NOR-1983, NOR-1871
NOR-2024: NOR-1932, NOR-1987
NOR-2025: NOR-1987, NOR-1876
NOR-2026: NOR-1935, NOR-1991
NOR-2027: NOR-1991, NOR-1881
NOR-2028: NOR-1938, NOR-1995
NOR-2029: NOR-1995, NOR-1886
NOR-2030: NOR-1999, NOR-2000
NOR-2033: NOR-2001, AND-1224
NOR-2037: NOR-2004, NOR-2005
NOR-2040: NOR-2006, NOR-2007
NOR-2043: NOR-2008, NOR-2009
NOR-2046: NOR-2010, NOR-2011
NOR-2049: NOR-2012, NOR-2013
NOR-2052: NOR-2014, NOR-2015
NOR-2055: NOR-2016, NOR-2017
NOR-2058: NOR-2018, NOR-2019
NOR-2061: NOR-2020, NOR-2021
NOR-2064: NOR-2022, NOR-2023
NOR-2067: NOR-2024, NOR-2025
NOR-2070: NOR-2026, NOR-2027
NOR-2073: NOR-2028, NOR-2029
NOR-2076: NOR-2030, AND-1176
NOR-2080: NOR-2001, NOR-2033
NOR-2081: NOR-2033, AND-1224
NOR-2082: NOR-1897, NOR-2033
NOR-2085: NOR-2037, AND-552
NOR-2089: NOR-2040, AND-600
NOR-2093: NOR-2043, AND-648
NOR-2097: NOR-2046, AND-696
NOR-2101: NOR-2049, AND-744
NOR-2105: NOR-2052, AND-792
NOR-2109: NOR-2055, AND-840
NOR-2113: NOR-2058, AND-888
NOR-2117: NOR-2061, AND-936
NOR-2121: NOR-2064, AND-984
NOR-2125: NOR-2067, AND-1032
NOR-2129: NOR-2070, AND-1080
NOR-2133: NOR-2073, AND-1128
NOR-2137: NOR-2030, NOR-2076
NOR-2138: NOR-2076, AND-1176
NOR-2139: NOR-1941, NOR-2076
NOR-2142: NOR-2080, NOR-2081
NOR-2145: AND-1272, NOR-2082
NOR-2149: NOR-2037, NOR-2085
NOR-2150: NOR-2085, AND-552
NOR-2151: NOR-1947, NOR-2085
NOR-2154: NOR-2040, NOR-2089
NOR-2155: NOR-2089, AND-600
NOR-2156: NOR-1951, NOR-2089
NOR-2159: NOR-2043, NOR-2093
NOR-2160: NOR-2093, AND-648
NOR-2161: NOR-1955, NOR-2093
NOR-2164: NOR-2046, NOR-2097
NOR-2165: NOR-2097, AND-696
NOR-2166: NOR-1959, NOR-2097
NOR-2169: NOR-2049, NOR-2101
NOR-2170: NOR-2101, AND-744
NOR-2171: NOR-1963, NOR-2101
NOR-2174: NOR-2052, NOR-2105
NOR-2175: NOR-2105, AND-792
NOR-2176: NOR-1967, NOR-2105
NOR-2179: NOR-2055, NOR-2109
NOR-2180: NOR-2109, AND-840
NOR-2181: NOR-1971, NOR-2109
NOR-2184: NOR-2058, NOR-2113
NOR-2185: NOR-2113, AND-888
NOR-2186: NOR-1975, NOR-2113
NOR-2189: NOR-2061, NOR-2117
NOR-2190: NOR-2117, AND-936
NOR-2191: NOR-1979, NOR-2117
NOR-2194: NOR-2064, NOR-2121
NOR-2195: NOR-2121, AND-984
NOR-2196: NOR-1983, NOR-2121
NOR-2199: NOR-2067, NOR-2125
NOR-2200: NOR-2125, AND-1032
NOR-2201: NOR-1987, NOR-2125
NOR-2204: NOR-2070, NOR-2129
NOR-2205: NOR-2129, AND-1080
NOR-2206: NOR-1991, NOR-2129
NOR-2209: NOR-2073, NOR-2133
NOR-2210: NOR-2133, AND-1128
NOR-2211: NOR-1995, NOR-2133
NOR-2214: NOR-2137, NOR-2138
NOR-2217: NOR-2142, NOR-2139
NOR-2221: AND-1272, NOR-2145
NOR-2222: NOR-2145, NOR-2082
NOR-2224: NOR-2154, NOR-2155
NOR-2227: NOR-2159, NOR-2160
NOR-2230: NOR-2164, NOR-2165
NOR-2233: NOR-2169, NOR-2170
NOR-2236: NOR-2174, NOR-2175
NOR-2239: NOR-2179, NOR-2180
NOR-2242: NOR-2184, NOR-2185
NOR-2245: NOR-2189, NOR-2190
NOR-2248: NOR-2194, NOR-2195
NOR-2251: NOR-2199, NOR-2200
NOR-2254: NOR-2204, NOR-2205
NOR-2257: NOR-2209, NOR-2210
NOR-2260: NOR-2214, NOR-2211
NOR-2264: NOR-2142, NOR-2217
NOR-2265: NOR-2217, NOR-2139
NOR-2266: NOR-2221, NOR-2222
NOR-2269: NOR-2224, NOR-2151
NOR-2273: NOR-2227, NOR-2156
NOR-2277: NOR-2230, NOR-2161
NOR-2281: NOR-2233, NOR-2166
NOR-2285: NOR-2236, NOR-2171
NOR-2289: NOR-2239, NOR-2176
NOR-2293: NOR-2242, NOR-2181
NOR-2297: NOR-2245, NOR-2186
NOR-2301: NOR-2248, NOR-2191
NOR-2305: NOR-2251, NOR-2196
NOR-2309: NOR-2254, NOR-2201
NOR-2313: NOR-2257, NOR-2206
NOR-2317: NOR-2214, NOR-2260
NOR-2318: NOR-2260, NOR-2211
NOR-2319: NOR-2264, NOR-2265
NOR-2322: NOR-2266, AND-1227
NOR-2326: NOR-2224, NOR-2269
NOR-2327: NOR-2269, NOR-2151
NOR-2328: NOR-2227, NOR-2273
NOR-2329: NOR-2273, NOR-2156
NOR-2330: NOR-2230, NOR-2277
NOR-2331: NOR-2277, NOR-2161
NOR-2332: NOR-2233, NOR-2281
NOR-2333: NOR-2281, NOR-2166
NOR-2334: NOR-2236, NOR-2285
NOR-2335: NOR-2285, NOR-2171
NOR-2336: NOR-2239, NOR-2289
NOR-2337: NOR-2289, NOR-2176
NOR-2338: NOR-2242, NOR-2293
NOR-2339: NOR-2293, NOR-2181
NOR-2340: NOR-2245, NOR-2297
NOR-2341: NOR-2297, NOR-2186
NOR-2342: NOR-2248, NOR-2301
NOR-2343: NOR-2301, NOR-2191
NOR-2344: NOR-2251, NOR-2305
NOR-2345: NOR-2305, NOR-2196
NOR-2346: NOR-2254, NOR-2309
NOR-2347: NOR-2309, NOR-2201
NOR-2348: NOR-2257, NOR-2313
NOR-2349: NOR-2313, NOR-2206
NOR-2350: NOR-2317, NOR-2318
NOR-2353: NOR-2319, AND-1179
NOR-2357: NOR-2266, NOR-2322
NOR-2358: NOR-2322, AND-1227
NOR-2359: NOR-2145, NOR-2322
NOR-2362: NOR-2326, NOR-2327
NOR-2365: NOR-2328, NOR-2329
NOR-2368: NOR-2330, NOR-2331
NOR-2371: NOR-2332, NOR-2333
NOR-2374: NOR-2334, NOR-2335
NOR-2377: NOR-2336, NOR-2337
NOR-2380: NOR-2338, NOR-2339
NOR-2383: NOR-2340, NOR-2341
NOR-2386: NOR-2342, NOR-2343
NOR-2389: NOR-2344, NOR-2345
NOR-2392: NOR-2346, NOR-2347
NOR-2395: NOR-2348, NOR-2349
NOR-2398: NOR-2350, AND-1131
NOR-2402: NOR-2319, NOR-2353
NOR-2403: NOR-2353, AND-1179
NOR-2404: NOR-2217, NOR-2353
NOR-2407: NOR-2357, NOR-2358
NOR-2410: AND-1275, NOR-2359
NOR-2414: NOR-2362, AND-555
NOR-2418: NOR-2365, AND-603
NOR-2422: NOR-2368, AND-651
NOR-2426: NOR-2371, AND-699
NOR-2430: NOR-2374, AND-747
NOR-2434: NOR-2377, AND-795
NOR-2438: NOR-2380, AND-843
NOR-2442: NOR-2383, AND-891
NOR-2446: NOR-2386, AND-939
NOR-2450: NOR-2389, AND-987
NOR-2454: NOR-2392, AND-1035
NOR-2458: NOR-2395, AND-1083
NOR-2462: NOR-2350, NOR-2398
NOR-2463: NOR-2398, AND-1131
NOR-2464: NOR-2260, NOR-2398
NOR-2467: NOR-2402, NOR-2403
NOR-2470: NOR-2407, NOR-2404
NOR-2474: AND-1275, NOR-2410
NOR-2475: NOR-2410, NOR-2359
NOR-2476: NOR-2362, NOR-2414
NOR-2477: NOR-2414, AND-555
NOR-2478: NOR-2269, NOR-2414
NOR-2481: NOR-2365, NOR-2418
NOR-2482: NOR-2418, AND-603
NOR-2483: NOR-2273, NOR-2418
NOR-2486: NOR-2368, NOR-2422
NOR-2487: NOR-2422, AND-651
NOR-2488: NOR-2277, NOR-2422
NOR-2491: NOR-2371, NOR-2426
NOR-2492: NOR-2426, AND-699
NOR-2493: NOR-2281, NOR-2426
NOR-2496: NOR-2374, NOR-2430
NOR-2497: NOR-2430, AND-747
NOR-2498: NOR-2285, NOR-2430
NOR-2501: NOR-2377, NOR-2434
NOR-2502: NOR-2434, AND-795
NOR-2503: NOR-2289, NOR-2434
NOR-2506: NOR-2380, NOR-2438
NOR-2507: NOR-2438, AND-843
NOR-2508: NOR-2293, NOR-2438
NOR-2511: NOR-2383, NOR-2442
NOR-2512: NOR-2442, AND-891
NOR-2513: NOR-2297, NOR-2442
NOR-2516: NOR-2386, NOR-2446
NOR-2517: NOR-2446, AND-939
NOR-2518: NOR-2301, NOR-2446
NOR-2521: NOR-2389, NOR-2450
NOR-2522: NOR-2450, AND-987
NOR-2523: NOR-2305, NOR-2450
NOR-2526: NOR-2392, NOR-2454
NOR-2527: NOR-2454, AND-1035
NOR-2528: NOR-2309, NOR-2454
NOR-2531: NOR-2395, NOR-2458
NOR-2532: NOR-2458, AND-1083
NOR-2533: NOR-2313, NOR-2458
NOR-2536: NOR-2462, NOR-2463
NOR-2539: NOR-2467, NOR-2464
NOR-2543: NOR-2407, NOR-2470
NOR-2544: NOR-2470, NOR-2404
NOR-2545: NOR-2474, NOR-2475
NOR-2549: NOR-2481, NOR-2482
NOR-2552: NOR-2486, NOR-2487
NOR-2555: NOR-2491, NOR-2492
NOR-2558: NOR-2496, NOR-2497
NOR-2561: NOR-2501, NOR-2502
NOR-2564: NOR-2506, NOR-2507
NOR-2567: NOR-2511, NOR-2512
NOR-2570: NOR-2516, NOR-2517
NOR-2573: NOR-2521, NOR-2522
NOR-2576: NOR-2526, NOR-2527
NOR-2579: NOR-2531, NOR-2532
NOR-2582: NOR-2536, NOR-2533
NOR-2586: NOR-2467, NOR-2539
NOR-2587: NOR-2539, NOR-2464
NOR-2588: NOR-2543, NOR-2544
NOR-2591: NOR-2545, AND-1230
NOR-2595: NOR-2549, NOR-2478
NOR-2599: NOR-2552, NOR-2483
NOR-2603: NOR-2555, NOR-2488
NOR-2607: NOR-2558, NOR-2493
NOR-2611: NOR-2561, NOR-2498
NOR-2615: NOR-2564, NOR-2503
NOR-2619: NOR-2567, NOR-2508
NOR-2623: NOR-2570, NOR-2513
NOR-2627: NOR-2573, NOR-2518
NOR-2631: NOR-2576, NOR-2523
NOR-2635: NOR-2579, NOR-2528
NOR-2639: NOR-2536, NOR-2582
NOR-2640: NOR-2582, NOR-2533
NOR-2641: NOR-2586, NOR-2587
NOR-2644: NOR-2588, AND-1182
NOR-2648: NOR-2545, NOR-2591
NOR-2649: NOR-2591, AND-1230
NOR-2650: NOR-2410, NOR-2591
NOR-2653: NOR-2549, NOR-2595
NOR-2654: NOR-2595, NOR-2478
NOR-2655: NOR-2552, NOR-2599
NOR-2656: NOR-2599, NOR-2483
NOR-2657: NOR-2555, NOR-2603
NOR-2658: NOR-2603, NOR-2488
NOR-2659: NOR-2558, NOR-2607
NOR-2660: NOR-2607, NOR-2493
NOR-2661: NOR-2561, NOR-2611
NOR-2662: NOR-2611, NOR-2498
NOR-2663: NOR-2564, NOR-2615
NOR-2664: NOR-2615, NOR-2503
NOR-2665: NOR-2567, NOR-2619
NOR-2666: NOR-2619, NOR-2508
NOR-2667: NOR-2570, NOR-2623
NOR-2668: NOR-2623, NOR-2513
NOR-2669: NOR-2573, NOR-2627
NOR-2670: NOR-2627, NOR-2518
NOR-2671: NOR-2576, NOR-2631
NOR-2672: NOR-2631, NOR-2523
NOR-2673: NOR-2579, NOR-2635
NOR-2674: NOR-2635, NOR-2528
NOR-2675: NOR-2639, NOR-2640
NOR-2678: NOR-2641, AND-1134
NOR-2682: NOR-2588, NOR-2644
NOR-2683: NOR-2644, AND-1182
NOR-2684: NOR-2470, NOR-2644
NOR-2687: NOR-2648, NOR-2649
NOR-2690: AND-1278, NOR-2650
NOR-2694: NOR-2653, NOR-2654
NOR-2697: NOR-2655, NOR-2656
NOR-2700: NOR-2657, NOR-2658
NOR-2703: NOR-2659, NOR-2660
NOR-2706: NOR-2661, NOR-2662
NOR-2709: NOR-2663, NOR-2664
NOR-2712: NOR-2665, NOR-2666
NOR-2715: NOR-2667, NOR-2668
NOR-2718: NOR-2669, NOR-2670
NOR-2721: NOR-2671, NOR-2672
NOR-2724: NOR-2673, NOR-2674
NOR-2727: NOR-2675, AND-1086
NOR-2731: NOR-2641, NOR-2678
NOR-2732: NOR-2678, AND-1134
NOR-2733: NOR-2539, NOR-2678
NOR-2736: NOR-2682, NOR-2683
NOR-2739: NOR-2687, NOR-2684
NOR-2743: AND-1278, NOR-2690
NOR-2744: NOR-2690, NOR-2650
NOR-2745: NOR-2694, AND-558
NOR-2749: NOR-2697, AND-606
NOR-2753: NOR-2700, AND-654
NOR-2757: NOR-2703, AND-702
NOR-2761: NOR-2706, AND-750
NOR-2765: NOR-2709, AND-798
NOR-2769: NOR-2712, AND-846
NOR-2773: NOR-2715, AND-894
NOR-2777: NOR-2718, AND-942
NOR-2781: NOR-2721, AND-990
NOR-2785: NOR-2724, AND-1038
NOR-2789: NOR-2675, NOR-2727
NOR-2790: NOR-2727, AND-1086
NOR-2791: NOR-2582, NOR-2727
NOR-2794: NOR-2731, NOR-2732
NOR-2797: NOR-2736, NOR-2733
NOR-2801: NOR-2687, NOR-2739
NOR-2802: NOR-2739, NOR-2684
NOR-2803: NOR-2743, NOR-2744
NOR-2806: NOR-2694, NOR-2745
NOR-2807: NOR-2745, AND-558
NOR-2808: NOR-2595, NOR-2745
NOR-2811: NOR-2697, NOR-2749
NOR-2812: NOR-2749, AND-606
NOR-2813: NOR-2599, NOR-2749
NOR-2816: NOR-2700, NOR-2753
NOR-2817: NOR-2753, AND-654
NOR-2818: NOR-2603, NOR-2753
NOR-2821: NOR-2703, NOR-2757
NOR-2822: NOR-2757, AND-702
NOR-2823: NOR-2607, NOR-2757
NOR-2826: NOR-2706, NOR-2761
NOR-2827: NOR-2761, AND-750
NOR-2828: NOR-2611, NOR-2761
NOR-2831: NOR-2709, NOR-2765
NOR-2832: NOR-2765, AND-798
NOR-2833: NOR-2615, NOR-2765
NOR-2836: NOR-2712, NOR-2769
NOR-2837: NOR-2769, AND-846
NOR-2838: NOR-2619, NOR-2769
NOR-2841: NOR-2715, NOR-2773
NOR-2842: NOR-2773, AND-894
NOR-2843: NOR-2623, NOR-2773
NOR-2846: NOR-2718, NOR-2777
NOR-2847: NOR-2777, AND-942
NOR-2848: NOR-2627, NOR-2777
NOR-2851: NOR-2721, NOR-2781
NOR-2852: NOR-2781, AND-990
NOR-2853: NOR-2631, NOR-2781
NOR-2856: NOR-2724, NOR-2785
NOR-2857: NOR-2785, AND-1038
NOR-2858: NOR-2635, NOR-2785
NOR-2861: NOR-2789, NOR-2790
NOR-2864: NOR-2794, NOR-2791
NOR-2868: NOR-2736, NOR-2797
NOR-2869: NOR-2797, NOR-2733
NOR-2870: NOR-2801, NOR-2802
NOR-2873: NOR-2803, AND-1233
NOR-2878: NOR-2811, NOR-2812
NOR-2881: NOR-2816, NOR-2817
NOR-2884: NOR-2821, NOR-2822
NOR-2887: NOR-2826, NOR-2827
NOR-2890: NOR-2831, NOR-2832
NOR-2893: NOR-2836, NOR-2837
NOR-2896: NOR-2841, NOR-2842
NOR-2899: NOR-2846, NOR-2847
NOR-2902: NOR-2851, NOR-2852
NOR-2905: NOR-2856, NOR-2857
NOR-2908: NOR-2861, NOR-2858
NOR-2912: NOR-2794, NOR-2864
NOR-2913: NOR-2864, NOR-2791
NOR-2914: NOR-2868, NOR-2869
NOR-2917: NOR-2870, AND-1185
NOR-2921: NOR-2803, NOR-2873
NOR-2922: NOR-2873, AND-1233
NOR-2923: NOR-2690, NOR-2873
NOR-2926: NOR-2878, NOR-2808
NOR-2930: NOR-2881, NOR-2813
NOR-2934: NOR-2884, NOR-2818
NOR-2938: NOR-2887, NOR-2823
NOR-2942: NOR-2890, NOR-2828
NOR-2946: NOR-2893, NOR-2833
NOR-2950: NOR-2896, NOR-2838
NOR-2954: NOR-2899, NOR-2843
NOR-2958: NOR-2902, NOR-2848
NOR-2962: NOR-2905, NOR-2853
NOR-2966: NOR-2861, NOR-2908
NOR-2967: NOR-2908, NOR-2858
NOR-2968: NOR-2912, NOR-2913
NOR-2971: NOR-2914, AND-1137
NOR-2975: NOR-2870, NOR-2917
NOR-2976: NOR-2917, AND-1185
NOR-2977: NOR-2739, NOR-2917
NOR-2980: NOR-2921, NOR-2922
NOR-2983: AND-1281, NOR-2923
NOR-2987: NOR-2878, NOR-2926
